,Found as,Full name,InDefinitiveList,Start_species,End_species,PositionOfFirstToken,Sentence_species,InReferenceList,Location,Original Tokenised Text,Start_location,End_location,Sentence_location,NZGazAnt,NZGaz,ScarNZ,ScarGlobal,GeoNamesNZ,GeoNamesAnt,GeoNames,exactMatch,Close_Match_NZGazAnt,Close_Match_NZGaz,Close_Match_ScarNZ,Close_Match_ScarGlobal,Close_Match_GeoNamesNZ,Close_Match_GeoNamesAnt,Close_Match,PartialMatch_NZGazAnt,PartialMatch_NZGaz,PartialMatch_ScarNZ,PartialMatch_ScarGlobal,PartialMatch_GeoNamesNZ,PartialMatch_GeoNamesAnt,PartialMatch,inNZ,inAntarctica,Found
10,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Cape Geology,Cape Geology,5324,5326,"Analysis of gut contents of Gomphiocephalus hodgsoni Carpenter (Collembola: Hypogastruridae) at Cape Geology, Antarctica.",True,True,True,True,False,False,False,True,,,,,,,,,,,,,,,True,True,True
11,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Antarctica,Antarctica,5327,5328,"Analysis of gut contents of Gomphiocephalus hodgsoni Carpenter (Collembola: Hypogastruridae) at Cape Geology, Antarctica.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
12,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Arctic,Arctic,5444,5445,Aeolian fallout on recently deglaciated terrain in the high Arctic.,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
13,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Antarctica,Antarctica,5502,5503,Antarctica’s geological arks of life.,False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
14,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Arctic,Arctic,5706,5707,Are high Arctic terrestrial food chains really that simple?,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
15,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Bear Island,Bear Island,5715,5717,The Bear Island food web revisited.,False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
16,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Arctic,Arctic,5760,5761,"spiders, nutrient capture and early ecosystem development in the high Arctic - some counter-intuitive ideas on community assembly.",False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
17,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Arctic,Arctic,5797,5798,Community assembly along proglacial chronosequences in the high Arctic: vegetation and soil development in north west Svalbard.,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
18,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Arctic,Arctic,5836,5837,Invertebrate community assembly along proglacial chronosequences in the high Arctic.,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
19,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Humble Island,Humble Island,6238,6240,"Extremely large aggregations of collembolan eggs on Humble Island, Antarctica: a response to early seasonal warming?",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
20,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Antarctica,Antarctica,6241,6242,"Extremely large aggregations of collembolan eggs on Humble Island, Antarctica: a response to early seasonal warming?",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
21,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Antarctica,Antarctica,6316,6317,"Long term isolation and recent range expansion from glacial refugia revealed for the endemic springtail Gomphiocephalus hodgsoni from Victoria Land, Antarctica.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
22,Branchinecta gaini,Branchinecta gaini,True,764,766,4440,"Similarly, recent investigations of the Antarctic fairy shrimp, Branchinecta gaini, have revealed evidence of biotic<>biotic interactions (cannibalism) and hinted at biotic— abiotic interactions through the mechanical breakdown of detritus in freshwater pools (which in turn sustains the food base of subsequent generations) (Hawes 2008b).
",True,Antarctica,Antarctica,6457,6458,Factors that influence freezing in the sub-Antarctic springtail Tullbergia Antarctica.,False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
23,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Earth,Earth,338,339,"Introduction
Isolation, environmental extremes and depauperate floral and faunal communities make polar habitats natural laboratories for investigating the minimal conditions capable of supporting biological interactions on Earth.",False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
24,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Arctic,Arctic,436,437,"To date, most of what we know about the ecological interactions of minimal conditions in polar habitats is concentrated in the Arctic where, for example, the ‘simplicity’ of trophic interactions and the expected sequence of primary community assembly have been challenged (Hodkinson et al.",False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
25,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Antarctica,Antarctica,547,548,"By comparison, traditionally, ecological interactions in Antarctica have been considered to be even more ‘minimal’ — although there is a general consensus that such a designation is based more on logical supposition than field evidence (Hogg and Stevens 2002; Hogg et al.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
26,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Antarctica,Antarctica,890,891,"For example, springtails (Collembola) are one of the most successful invertebrate taxa, flourishing in every terrestrial biome on the planet, from the tropics to Antarctica (Hopkin 1997).",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
27,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Antarctica,Antarctica,1208,1209,"In addition to its customary somatic functions (Hopkin 1997), the moult biology of Antarctic springtails has already been found to interact with, and/or facilitate, their occupation of Antarctica’s extreme terrestrial habitats in a number of ways including increased survival and tolerance of low temperatures (Worland 2005; Worland and Convey 2008), the off-setting of starvation (Hawes, Worland, et al. 2008; Hawes 2011), the provision of ‘rafts’ for floating on water bodies (Hawes, Worland, et al. 2008), and the avoidance of ultraviolet radiation photic damage by preferentially moulting in a nonilluminated habitat space (Hawes et al. 2012).",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
28,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Antarctica,Antarctica,1388,1389,"These exuvial accumulations were found to be responsible for the binding of lithic particulate material together: the first unequivocal documented evidence of structural habitat modification by terrestrial invertebrates in Antarctica.
",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
29,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Granite Harbour,Granite Harbour,1407,1409,"Methods Study site
Fieldwork was carried out in January 2010 during a field visit to Granite Harbour, Victoria Land (Hawes 2011; Hawes et al.",True,True,True,True,False,True,True,True,,,,,,,,,,,,,,,True,True,True
30,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Mount England,Mount England,1502,1504,"The study area was a rocky shoreline extending to the moraines of the Mackay Glacier terminus, bounded on its northerly side by steep rock scree slopes that lead up to Mount England, and on its southerly side by sea ice.",True,True,True,True,False,False,True,True,,,,,,,,,,,,,,,True,True,True
31,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Antarctica,Antarctica,4975,4976,"This is the first evidence that members of Antarctica’s terrestrial invertebrate fauna physically alter their abiotic environment.
",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
32,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Arctic,Arctic,5146,5147,Does collembolan grazing influence nitrogen fixation by cyanobacteria in the high Arctic?,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
33,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Cape Geology,Cape Geology,5324,5326,"Analysis of gut contents of Gomphiocephalus hodgsoni Carpenter (Collembola: Hypogastruridae) at Cape Geology, Antarctica.",True,True,True,True,False,False,False,True,,,,,,,,,,,,,,,True,True,True
34,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Antarctica,Antarctica,5327,5328,"Analysis of gut contents of Gomphiocephalus hodgsoni Carpenter (Collembola: Hypogastruridae) at Cape Geology, Antarctica.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
35,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Arctic,Arctic,5444,5445,Aeolian fallout on recently deglaciated terrain in the high Arctic.,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
36,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Antarctica,Antarctica,5502,5503,Antarctica’s geological arks of life.,False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
37,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Arctic,Arctic,5706,5707,Are high Arctic terrestrial food chains really that simple?,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
38,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Bear Island,Bear Island,5715,5717,The Bear Island food web revisited.,False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
39,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Arctic,Arctic,5760,5761,"spiders, nutrient capture and early ecosystem development in the high Arctic - some counter-intuitive ideas on community assembly.",False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
40,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Arctic,Arctic,5797,5798,Community assembly along proglacial chronosequences in the high Arctic: vegetation and soil development in north west Svalbard.,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
41,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Arctic,Arctic,5836,5837,Invertebrate community assembly along proglacial chronosequences in the high Arctic.,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
42,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Humble Island,Humble Island,6238,6240,"Extremely large aggregations of collembolan eggs on Humble Island, Antarctica: a response to early seasonal warming?",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
43,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Antarctica,Antarctica,6241,6242,"Extremely large aggregations of collembolan eggs on Humble Island, Antarctica: a response to early seasonal warming?",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
44,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Antarctica,Antarctica,6316,6317,"Long term isolation and recent range expansion from glacial refugia revealed for the endemic springtail Gomphiocephalus hodgsoni from Victoria Land, Antarctica.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
45,Gomphiocephalus hodgsoni,Gomphiocephalus hodgsoni,True,1026,1028,5824,"Gomphiocephalus hodgsoni Carpenter is named after Thomas Vere Hodgson, the biologist on Scott’s Discovery Expedition of 1901-1904 (Carpenter 1908).",True,Antarctica,Antarctica,6457,6458,Factors that influence freezing in the sub-Antarctic springtail Tullbergia Antarctica.,False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
46,G. hodgsoni,Gomphiocephalus hodgsoni,True,1311,1313,7323,"This paper describes how the by-products of G. hodgsoni moulting behaviour (aggregation, microhabitat selection and ecdysis) have material consequences for both its autecology and immediate micro-environment.",True,Earth,Earth,338,339,"Introduction
Isolation, environmental extremes and depauperate floral and faunal communities make polar habitats natural laboratories for investigating the minimal conditions capable of supporting biological interactions on Earth.",False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
47,G. hodgsoni,Gomphiocephalus hodgsoni,True,1311,1313,7323,"This paper describes how the by-products of G. hodgsoni moulting behaviour (aggregation, microhabitat selection and ecdysis) have material consequences for both its autecology and immediate micro-environment.",True,Arctic,Arctic,436,437,"To date, most of what we know about the ecological interactions of minimal conditions in polar habitats is concentrated in the Arctic where, for example, the ‘simplicity’ of trophic interactions and the expected sequence of primary community assembly have been challenged (Hodkinson et al.",False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
48,G. hodgsoni,Gomphiocephalus hodgsoni,True,1311,1313,7323,"This paper describes how the by-products of G. hodgsoni moulting behaviour (aggregation, microhabitat selection and ecdysis) have material consequences for both its autecology and immediate micro-environment.",True,Antarctica,Antarctica,547,548,"By comparison, traditionally, ecological interactions in Antarctica have been considered to be even more ‘minimal’ — although there is a general consensus that such a designation is based more on logical supposition than field evidence (Hogg and Stevens 2002; Hogg et al.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
49,G. hodgsoni,Gomphiocephalus hodgsoni,True,1311,1313,7323,"This paper describes how the by-products of G. hodgsoni moulting behaviour (aggregation, microhabitat selection and ecdysis) have material consequences for both its autecology and immediate micro-environment.",True,Antarctica,Antarctica,890,891,"For example, springtails (Collembola) are one of the most successful invertebrate taxa, flourishing in every terrestrial biome on the planet, from the tropics to Antarctica (Hopkin 1997).",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
50,G. hodgsoni,Gomphiocephalus hodgsoni,True,1311,1313,7323,"This paper describes how the by-products of G. hodgsoni moulting behaviour (aggregation, microhabitat selection and ecdysis) have material consequences for both its autecology and immediate micro-environment.",True,Antarctica,Antarctica,1208,1209,"In addition to its customary somatic functions (Hopkin 1997), the moult biology of Antarctic springtails has already been found to interact with, and/or facilitate, their occupation of Antarctica’s extreme terrestrial habitats in a number of ways including increased survival and tolerance of low temperatures (Worland 2005; Worland and Convey 2008), the off-setting of starvation (Hawes, Worland, et al. 2008; Hawes 2011), the provision of ‘rafts’ for floating on water bodies (Hawes, Worland, et al. 2008), and the avoidance of ultraviolet radiation photic damage by preferentially moulting in a nonilluminated habitat space (Hawes et al. 2012).",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
51,G. hodgsoni,Gomphiocephalus hodgsoni,True,1311,1313,7323,"This paper describes how the by-products of G. hodgsoni moulting behaviour (aggregation, microhabitat selection and ecdysis) have material consequences for both its autecology and immediate micro-environment.",True,Antarctica,Antarctica,1388,1389,"These exuvial accumulations were found to be responsible for the binding of lithic particulate material together: the first unequivocal documented evidence of structural habitat modification by terrestrial invertebrates in Antarctica.
",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
